,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
8890,quzfn,0.644,0.6781745476979948,23.456999998092652,images/experiment/37_start.png,86.0,22,1,37,37,37,,,1
490,quzfn,0.678,0.8420652693567244,28.857000002861025,images/experiment/pair_37_57_out_tensor(0.3333).png,418.0,23,1,37_57_0.33,37_57_,37,57,0.33,22
8690,quzfn,0.524,0.09973670654953708,69.58,images/experiment/pair_37_41_out_tensor(0.6667).png,310.0,24,1,37_41_0.67,37_41_,37,41,0.67,21
2490,quzfn,0.686,0.8806277920999549,37.15400000095368,images/experiment/pair_101_57_out_tensor(0.3333).png,56.0,25,1,101_57_0.33,101_57_,101,57,0.33,46
5290,quzfn,0.836,1.603675093535527,39.176999998092654,images/experiment/pair_37_101_out_tensor(0.3333).png,326.0,26,1,37_101_0.33,37_101_,37,101,0.33,31
2690,quzfn,0.782,1.343378065018721,25.292999997138978,images/experiment/pair_37_64_out_tensor(0.5000).png,134.0,27,1,37_64_0.5,37_64_,37,64,0.5,26
3290,quzfn,0.548,0.21542427477922862,33.83699999809265,images/experiment/41_start.png,401.0,28,1,41,41,41,,,2
6890,quzfn,0.594,0.43715878055280405,30.80300000190735,images/experiment/pair_101_64_out_tensor(0.3333).png,112.0,29,1,101_64_0.33,101_64_,101,64,0.33,49
6290,quzfn,0.564,0.29254932026568964,42.501000003814696,images/experiment/pair_37_41_out_tensor(0.5000).png,142.0,30,1,37_41_0.5,37_41_,37,41,0.5,20
1290,quzfn,0.668,0.7938621159276863,29.05200000286102,images/experiment/pair_5_64_out_tensor(0.3333).png,190.0,31,1,5_64_0.33,5_64_,5,64,0.33,10
2290,quzfn,0.22,-1.3656391576932223,57.85299999713898,images/experiment/pair_5_64_out_tensor(0.5000).png,27.0,32,1,5_64_0.5,5_64_,5,64,0.5,11
4490,quzfn,0.822,1.5361906787348736,31.536000003814696,images/experiment/pair_5_101_out_tensor(0.5000).png,411.0,33,1,5_101_0.5,5_101_,5,101,0.5,17
6090,quzfn,0.606,0.4950025646676498,46.385,images/experiment/pair_37_92_out_tensor(0.5000).png,288.0,34,1,37_92_0.5,37_92_,37,92,0.5,29
8490,quzfn,0.516,0.06117418380630657,33.38400000095368,images/experiment/pair_101_92_out_tensor(0.5000).png,390.0,35,1,101_92_0.5,101_92_,101,92,0.5,53
1690,quzfn,0.758,1.2276904967890296,37.47099999904633,images/experiment/pair_37_57_out_tensor(0.6667).png,290.0,36,1,37_57_0.67,37_57_,37,57,0.67,24
3890,quzfn,0.35,-0.7389981631157265,43.20799999713898,images/experiment/pair_92_57_out_tensor(0.5000).png,107.0,37,1,92_57_0.5,92_57_,92,57,0.5,41
4090,quzfn,0.582,0.3793149964379583,32.93,images/experiment/pair_101_64_out_tensor(0.6667).png,396.0,38,1,101_64_0.67,101_64_,101,64,0.67,51
10890,quzfn,0.726,1.0734404058161076,35.51199999809265,images/experiment/pair_101_57_out_tensor(0.5000).png,239.0,39,1,101_57_0.5,101_57_,101,57,0.5,47
6690,quzfn,0.158,-1.6644987089532588,41.755999999046324,images/experiment/pair_37_101_out_tensor(0.6667).png,95.0,40,1,37_101_0.67,37_101_,37,101,0.67,33
6490,quzfn,0.678,0.8420652693567244,34.89199999809265,images/experiment/pair_64_41_out_tensor(0.5000).png,434.0,41,1,64_41_0.5,64_41_,64,41,0.5,35
4290,quzfn,0.236,-1.2885141122067614,28.00599999904633,images/experiment/pair_92_64_out_tensor(0.3333).png,185.0,42,1,92_64_0.33,92_64_,92,64,0.33,43
10290,quzfn,0.352,-0.729357532429919,41.38699999809265,images/experiment/101_start.png,293.0,43,1,101,101,101,,,6
1490,quzfn,0.512,0.04189292243469132,36.20099999904633,images/experiment/pair_37_64_out_tensor(0.3333).png,338.0,44,1,37_64_0.33,37_64_,37,64,0.33,25
9890,quzfn,0.278,-1.0860608678048012,65.26799999713897,images/experiment/pair_5_64_out_tensor(0.6667).png,16.0,45,1,5_64_0.67,5_64_,5,64,0.67,12
10090,quzfn,0.404,-0.4787011345989206,53.31,images/experiment/pair_92_57_out_tensor(0.3333).png,484.0,46,1,92_57_0.33,92_57_,92,57,0.33,40
5090,quzfn,0.57,0.32147121232311254,40.85199999809265,images/experiment/pair_64_57_out_tensor(0.6667).png,436.0,47,1,64_57_0.67,64_57_,64,57,0.67,39
8090,quzfn,0.878,1.8061283379374873,46.79699999809265,images/experiment/pair_37_101_out_tensor(0.5000).png,339.0,48,1,37_101_0.5,37_101_,37,101,0.5,32
290,quzfn,0.466,-0.17984158333888411,55.560999999046324,images/experiment/pair_64_41_out_tensor(0.3333).png,7.0,49,1,64_41_0.33,64_41_,64,41,0.33,34
10490,quzfn,0.618,0.5528463487824956,72.73800000190735,images/experiment/pair_37_41_out_tensor(0.3333).png,457.0,50,1,37_41_0.33,37_41_,37,41,0.33,19
7290,quzfn,0.8,1.4301437411909896,29.907999997138976,images/experiment/pair_5_101_out_tensor(0.6667).png,489.0,51,1,5_101_0.67,5_101_,5,101,0.67,18
90,quzfn,0.0,-2.4261085331320613,35.90200000286102,images/experiment/64_start.png,479.0,52,1,64,64,64,,,4
9690,quzfn,0.272,-1.114982759862224,23.11099999904633,images/experiment/pair_101_92_out_tensor(0.3333).png,336.0,53,1,101_92_0.33,101_92_,101,92,0.33,52
2890,quzfn,0.464,-0.18948221402469176,23.590999999046332,images/experiment/pair_64_57_out_tensor(0.3333).png,164.0,54,1,64_57_0.33,64_57_,64,57,0.33,37
690,quzfn,0.71,0.9963153603296465,34.507999997138974,images/experiment/pair_5_92_out_tensor(0.3333).png,209.0,55,1,5_92_0.33,5_92_,5,92,0.33,13
10690,quzfn,0.674,0.8227840079851092,41.997999997138976,images/experiment/pair_37_92_out_tensor(0.3333).png,245.0,56,1,37_92_0.33,37_92_,37,92,0.33,28
4890,quzfn,0.214,-1.3945610497506453,80.88099999904632,images/experiment/pair_101_64_out_tensor(0.5000).png,182.0,57,1,101_64_0.5,101_64_,101,64,0.5,50
1090,quzfn,0.298,-0.9896545609467249,45.03800000190735,images/experiment/pair_5_101_out_tensor(0.3333).png,439.0,58,1,5_101_0.33,5_101_,5,101,0.33,16
5490,quzfn,0.66,0.7552995931844558,48.20200000286102,images/experiment/pair_5_92_out_tensor(0.6667).png,265.0,59,1,5_92_0.67,5_92_,5,92,0.67,15
8891,quzfn,0.71,0.9963153603296465,37.02400000095368,images/experiment/37_start.png,201.0,354,2,37,37,37,,,1
2491,quzfn,0.644,0.6781745476979948,41.190999999046326,images/experiment/pair_101_57_out_tensor(0.3333).png,471.0,355,2,101_57_0.33,101_57_,101,57,0.33,46
491,quzfn,0.792,1.3915812184477592,26.40099999904633,images/experiment/pair_37_57_out_tensor(0.3333).png,363.0,356,2,37_57_0.33,37_57_,37,57,0.33,22
5891,quzfn,0.334,-0.8161232086021876,21.65099999904633,images/experiment/pair_64_57_out_tensor(0.5000).png,244.0,357,2,64_57_0.5,64_57_,64,57,0.5,38
1891,quzfn,0.554,0.2443461668366515,28.62199999809265,images/experiment/pair_101_92_out_tensor(0.6667).png,325.0,358,2,101_92_0.67,101_92_,101,92,0.67,54
7691,quzfn,0.642,0.6685339170121871,19.241000003814694,images/experiment/5_start.png,117.0,359,2,5,5,5,,,0
4291,quzfn,0.346,-0.7582794244873418,25.6810000038147,images/experiment/pair_92_64_out_tensor(0.3333).png,472.0,360,2,92_64_0.33,92_64_,92,64,0.33,43
4691,quzfn,0.906,1.941097167538794,21.734000000953674,images/experiment/pair_101_57_out_tensor(0.6667).png,319.0,361,2,101_57_0.67,101_57_,101,57,0.67,48
6291,quzfn,0.322,-0.8739669927170334,19.01,images/experiment/pair_37_41_out_tensor(0.5000).png,314.0,362,2,37_41_0.5,37_41_,37,41,0.5,20
5291,quzfn,0.824,1.5458313094206813,25.21799999713898,images/experiment/pair_37_101_out_tensor(0.3333).png,286.0,363,2,37_101_0.33,37_101_,37,101,0.33,31
2091,quzfn,0.272,-1.114982759862224,22.325,images/experiment/pair_92_64_out_tensor(0.6667).png,52.0,364,2,92_64_0.67,92_64_,92,64,0.67,45
3491,quzfn,0.602,0.47572130329603457,57.70900000095367,images/experiment/pair_5_41_out_tensor(0.3333).png,170.0,365,2,5_41_0.33,5_41_,5,41,0.33,7
10091,quzfn,0.308,-0.9414514075176867,41.33400000095367,images/experiment/pair_92_57_out_tensor(0.3333).png,10.0,366,2,92_57_0.33,92_57_,92,57,0.33,40
10491,quzfn,0.75,1.189127974045799,52.71199999809265,images/experiment/pair_37_41_out_tensor(0.3333).png,54.0,367,2,37_41_0.33,37_41_,37,41,0.33,19
91,quzfn,0.218,-1.37527978837903,54.83099999904633,images/experiment/64_start.png,13.0,368,2,64,64,64,,,4
9291,quzfn,0.358,-0.7004356403724961,43.52700000286102,images/experiment/pair_37_64_out_tensor(0.6667).png,122.0,369,2,37_64_0.67,37_64_,37,64,0.67,27
6091,quzfn,0.888,1.8543314913665254,40.1789999961853,images/experiment/pair_37_92_out_tensor(0.5000).png,278.0,370,2,37_92_0.5,37_92_,37,92,0.5,29
7291,quzfn,0.732,1.1023622978735304,68.53,images/experiment/pair_5_101_out_tensor(0.6667).png,213.0,371,2,5_101_0.67,5_101_,5,101,0.67,18
5491,quzfn,0.5,-0.015950861680154454,39.47699999809265,images/experiment/pair_5_92_out_tensor(0.6667).png,6.0,372,2,5_92_0.67,5_92_,5,92,0.67,15
10691,quzfn,0.696,0.928830945528993,60.325,images/experiment/pair_37_92_out_tensor(0.3333).png,410.0,373,2,37_92_0.33,37_92_,37,92,0.33,28
4091,quzfn,0.674,0.8227840079851092,67.91,images/experiment/pair_101_64_out_tensor(0.6667).png,85.0,374,2,101_64_0.67,101_64_,101,64,0.67,51
7491,quzfn,0.69,0.8999090534715702,38.86799999713898,images/experiment/pair_37_57_out_tensor(0.5000).png,309.0,375,2,37_57_0.5,37_57_,37,57,0.5,23
6891,quzfn,0.488,-0.07379464579500022,44.75299999713898,images/experiment/pair_101_64_out_tensor(0.3333).png,306.0,376,2,101_64_0.33,101_64_,101,64,0.33,49
10891,quzfn,0.564,0.29254932026568964,38.717999997138975,images/experiment/pair_101_57_out_tensor(0.5000).png,70.0,377,2,101_57_0.5,101_57_,101,57,0.5,47
2691,quzfn,0.69,0.8999090534715702,44.284000000953675,images/experiment/pair_37_64_out_tensor(0.5000).png,285.0,378,2,37_64_0.5,37_64_,37,64,0.5,26
1491,quzfn,0.776,1.3144561729612982,36.87599999904633,images/experiment/pair_37_64_out_tensor(0.3333).png,153.0,379,2,37_64_0.33,37_64_,37,64,0.33,25
8691,quzfn,0.32,-0.8836076234028409,36.9589999961853,images/experiment/pair_37_41_out_tensor(0.6667).png,316.0,380,2,37_41_0.67,37_41_,37,41,0.67,21
9091,quzfn,0.184,-1.5391705100377597,58.86699999809265,images/experiment/pair_5_92_out_tensor(0.5000).png,179.0,381,2,5_92_0.5,5_92_,5,92,0.5,14
2891,quzfn,0.254,-1.2017484360344928,72.9139999961853,images/experiment/pair_64_57_out_tensor(0.3333).png,438.0,382,2,64_57_0.33,64_57_,64,57,0.33,37
8491,quzfn,0.624,0.5817682408399185,22.22699999809265,images/experiment/pair_101_92_out_tensor(0.5000).png,195.0,383,2,101_92_0.5,101_92_,101,92,0.5,53
891,quzfn,0.272,-1.114982759862224,22.80200000286102,images/experiment/pair_92_64_out_tensor(0.5000).png,442.0,384,2,92_64_0.5,92_64_,92,64,0.5,44
6491,quzfn,0.65,0.7070964397554176,33.12,images/experiment/pair_64_41_out_tensor(0.5000).png,25.0,385,2,64_41_0.5,64_41_,64,41,0.5,35
3691,quzfn,0.416,-0.4208573504840748,31.66599999904633,images/experiment/pair_64_41_out_tensor(0.6667).png,263.0,386,2,64_41_0.67,64_41_,64,41,0.67,36
2291,quzfn,0.17,-1.606654924838413,21.74800000190735,images/experiment/pair_5_64_out_tensor(0.5000).png,499.0,387,2,5_64_0.5,5_64_,5,64,0.5,11
4491,quzfn,0.65,0.7070964397554176,23.082999997138977,images/experiment/pair_5_101_out_tensor(0.5000).png,473.0,388,2,5_101_0.5,5_101_,5,101,0.5,17
3091,quzfn,0.17,-1.606654924838413,24.402999997138977,images/experiment/pair_5_41_out_tensor(0.6667).png,364.0,389,2,5_41_0.67,5_41_,5,41,0.67,9
291,quzfn,0.674,0.8227840079851092,34.52400000095368,images/experiment/pair_64_41_out_tensor(0.3333).png,291.0,390,2,64_41_0.33,64_41_,64,41,0.33,34
3891,quzfn,0.442,-0.2955291515685757,20.92599999904633,images/experiment/pair_92_57_out_tensor(0.5000).png,392.0,391,2,92_57_0.5,92_57_,92,57,0.5,41
7091,quzfn,0.058,-2.14653024324364,24.005,images/experiment/92_start.png,191.0,392,2,92,92,92,,,5
9691,quzfn,0.528,0.11901796792115234,37.102000002861026,images/experiment/pair_101_92_out_tensor(0.3333).png,60.0,393,2,101_92_0.33,101_92_,101,92,0.33,52
8091,quzfn,0.552,0.23470553615084386,51.518000001907346,images/experiment/pair_37_101_out_tensor(0.5000).png,467.0,394,2,37_101_0.5,37_101_,37,101,0.5,32
691,quzfn,0.5,-0.015950861680154454,40.842999997138975,images/experiment/pair_5_92_out_tensor(0.3333).png,460.0,395,2,5_92_0.33,5_92_,5,92,0.33,13
5691,quzfn,0.176,-1.5777330327809902,28.383000001907348,images/experiment/pair_92_57_out_tensor(0.6667).png,204.0,396,2,92_57_0.67,92_57_,92,57,0.67,42
7891,quzfn,0.236,-1.2885141122067614,30.521999998092653,images/experiment/pair_5_41_out_tensor(0.5000).png,481.0,397,2,5_41_0.5,5_41_,5,41,0.5,8
3291,quzfn,0.458,-0.21840410608211464,24.234000000953674,images/experiment/41_start.png,337.0,398,2,41,41,41,,,2
6691,quzfn,0.412,-0.4401386118556901,23.154000000953673,images/experiment/pair_37_101_out_tensor(0.6667).png,223.0,399,2,37_101_0.67,37_101_,37,101,0.67,33
9891,quzfn,0.052,-2.175452135301063,20.255,images/experiment/pair_5_64_out_tensor(0.6667).png,67.0,400,2,5_64_0.67,5_64_,5,64,0.67,12
1691,quzfn,0.686,0.8806277920999549,24.94199999809265,images/experiment/pair_37_57_out_tensor(0.6667).png,18.0,401,2,37_57_0.67,37_57_,37,57,0.67,24
10291,quzfn,0.392,-0.5365449187137663,22.357999997138975,images/experiment/101_start.png,335.0,402,2,101,101,101,,,6
4891,quzfn,0.542,0.18650238272180572,27.435,images/experiment/pair_101_64_out_tensor(0.5000).png,155.0,403,2,101_64_0.5,101_64_,101,64,0.5,50
1091,quzfn,0.308,-0.9414514075176867,26.44099999904633,images/experiment/pair_5_101_out_tensor(0.3333).png,109.0,404,2,5_101_0.33,5_101_,5,101,0.33,16
8291,quzfn,0.128,-1.8091081692403732,22.16599999904633,images/experiment/57_start.png,115.0,405,2,57,57,57,,,3
1291,quzfn,0.476,-0.13163842990984598,22.538999996185304,images/experiment/pair_5_64_out_tensor(0.3333).png,374.0,406,2,5_64_0.33,5_64_,5,64,0.33,10
5091,quzfn,0.142,-1.74162375443972,26.71099999904633,images/experiment/pair_64_57_out_tensor(0.6667).png,189.0,407,2,64_57_0.67,64_57_,64,57,0.67,39
9491,quzfn,0.436,-0.3244510436259985,51.77699999809265,images/experiment/pair_37_92_out_tensor(0.6667).png,416.0,408,2,37_92_0.67,37_92_,37,92,0.67,30
8766,r1g8p,0.482,-0.710666336145617,32.59399999976158,images/experiment/pair_37_41_out_tensor(0.6667).png,334.0,5,1,37_41_0.67,37_41_,37,41,0.67,21
6566,r1g8p,0.618,-0.050484493824551925,29.81899999976158,images/experiment/pair_64_41_out_tensor(0.5000).png,108.0,6,1,64_41_0.5,64_41_,64,41,0.5,35
3766,r1g8p,0.65,0.10485241025099279,43.813999999761585,images/experiment/pair_64_41_out_tensor(0.6667).png,350.0,7,1,64_41_0.67,64_41_,64,41,0.67,36
5966,r1g8p,0.472,-0.7592091186692247,35.89200000047684,images/experiment/pair_64_57_out_tensor(0.5000).png,362.0,8,1,64_57_0.5,64_57_,64,57,0.5,38
6966,r1g8p,0.756,0.6194059050012347,23.181999999284745,images/experiment/pair_101_64_out_tensor(0.3333).png,264.0,9,1,101_64_0.33,101_64_,101,64,0.33,49
1966,r1g8p,0.716,0.4252347749068038,22.378999999761582,images/experiment/pair_101_92_out_tensor(0.6667).png,188.0,10,1,101_92_0.67,101_92_,101,92,0.67,54
2766,r1g8p,0.382,-1.1960941613816942,23.575,images/experiment/pair_37_64_out_tensor(0.5000).png,76.0,11,1,37_64_0.5,37_64_,37,64,0.5,26
2366,r1g8p,0.834,0.9980396086853749,30.375,images/experiment/pair_5_64_out_tensor(0.5000).png,326.0,12,1,5_64_0.5,5_64_,5,64,0.5,11
4366,r1g8p,0.674,0.22135508830765133,19.402999999523164,images/experiment/pair_92_64_out_tensor(0.3333).png,421.0,13,1,92_64_0.33,92_64_,92,64,0.33,43
3166,r1g8p,0.962,1.6193872249875538,23.90100000023842,images/experiment/pair_5_41_out_tensor(0.6667).png,113.0,14,1,5_41_0.67,5_41_,5,41,0.67,9
3566,r1g8p,0.986,1.7358899030442123,21.428999999761583,images/experiment/pair_5_41_out_tensor(0.3333).png,431.0,15,1,5_41_0.33,5_41_,5,41,0.33,7
2166,r1g8p,0.536,-0.4485353105181353,17.015,images/experiment/pair_92_64_out_tensor(0.6667).png,164.0,16,1,92_64_0.67,92_64_,92,64,0.67,45
366,r1g8p,0.68,0.25048075782181595,26.056999999284745,images/experiment/pair_64_41_out_tensor(0.3333).png,197.0,17,1,64_41_0.33,64_41_,64,41,0.33,34
5166,r1g8p,0.74,0.5417374529634623,22.776999999284744,images/experiment/pair_64_57_out_tensor(0.6667).png,7.0,18,1,64_57_0.67,64_57_,64,57,0.67,39
8166,r1g8p,0.93,1.464050320912009,23.657999999523163,images/experiment/pair_37_101_out_tensor(0.5000).png,383.0,19,1,37_101_0.5,37_101_,37,101,0.5,32
7966,r1g8p,0.918,1.4057989818836798,19.65899999976158,images/experiment/pair_5_41_out_tensor(0.5000).png,352.0,20,1,5_41_0.5,5_41_,5,41,0.5,8
9566,r1g8p,0.68,0.25048075782181595,24.538000000715257,images/experiment/pair_37_92_out_tensor(0.6667).png,309.0,21,1,37_92_0.67,37_92_,37,92,0.67,30
3366,r1g8p,0.212,-2.0213214642830257,33.412999999523166,images/experiment/41_start.png,212.0,22,1,41,41,41,,,2
9966,r1g8p,0.572,-0.27378129343314744,30.308000000715257,images/experiment/pair_5_64_out_tensor(0.6667).png,136.0,23,1,5_64_0.67,5_64_,5,64,0.67,12
4766,r1g8p,0.512,-0.5650379885747938,24.215,images/experiment/pair_101_57_out_tensor(0.6667).png,314.0,24,1,101_57_0.67,101_57_,101,57,0.67,48
2566,r1g8p,0.746,0.5708631224776269,27.02100000023842,images/experiment/pair_101_57_out_tensor(0.3333).png,343.0,25,1,101_57_0.33,101_57_,101,57,0.33,46
10766,r1g8p,0.524,-0.5067866495464646,18.935,images/experiment/pair_37_92_out_tensor(0.3333).png,111.0,26,1,37_92_0.33,37_92_,37,92,0.33,28
10366,r1g8p,0.72,0.4446518879162469,31.347999999523164,images/experiment/101_start.png,440.0,27,1,101,101,101,,,6
4966,r1g8p,0.696,0.32814920985958834,35.06799999952316,images/experiment/pair_101_64_out_tensor(0.5000).png,52.0,28,1,101_64_0.5,101_64_,101,64,0.5,50
4566,r1g8p,0.8,0.8329941481051086,17.176999999284746,images/experiment/pair_5_101_out_tensor(0.5000).png,341.0,29,1,5_101_0.5,5_101_,5,101,0.5,17
8966,r1g8p,0.338,-1.4096824044855683,27.102000000476842,images/experiment/37_start.png,462.0,30,1,37,37,37,,,1
8366,r1g8p,0.41,-1.0601743703155926,28.69,images/experiment/57_start.png,308.0,31,1,57,57,57,,,3
9766,r1g8p,0.642,0.06601818423210662,18.461999999284743,images/experiment/pair_101_92_out_tensor(0.3333).png,413.0,32,1,101_92_0.33,101_92_,101,92,0.33,52
7566,r1g8p,0.344,-1.3805567349714036,23.181999999284745,images/experiment/pair_37_57_out_tensor(0.5000).png,429.0,33,1,37_57_0.5,37_57_,37,57,0.5,23
3966,r1g8p,0.71,0.39610910539263916,22.861999999284745,images/experiment/pair_92_57_out_tensor(0.5000).png,3.0,34,1,92_57_0.5,92_57_,92,57,0.5,41
10966,r1g8p,0.75,0.5902802354870701,21.66099999904633,images/experiment/pair_101_57_out_tensor(0.5000).png,481.0,35,1,101_57_0.5,101_57_,101,57,0.5,47
4166,r1g8p,0.686,0.2796064273359806,20.532999999523163,images/experiment/pair_101_64_out_tensor(0.6667).png,465.0,36,1,101_64_0.67,101_64_,101,64,0.67,51
9366,r1g8p,0.404,-1.0893000398297572,22.131999999284744,images/experiment/pair_37_64_out_tensor(0.6667).png,115.0,37,1,37_64_0.67,37_64_,37,64,0.67,27
6766,r1g8p,0.626,-0.011650267805665743,17.736999999284745,images/experiment/pair_37_101_out_tensor(0.6667).png,248.0,38,1,37_101_0.67,37_101_,37,101,0.67,33
7366,r1g8p,0.852,1.0854166172278688,19.835,images/experiment/pair_5_101_out_tensor(0.6667).png,361.0,39,1,5_101_0.67,5_101_,5,101,0.67,18
10566,r1g8p,0.26,-1.7883161081697085,19.979000000953675,images/experiment/pair_37_41_out_tensor(0.3333).png,313.0,40,1,37_41_0.33,37_41_,37,41,0.33,19
566,r1g8p,0.17,-2.225201150882178,19.493000000715256,images/experiment/pair_37_57_out_tensor(0.3333).png,135.0,41,1,37_57_0.33,37_57_,37,57,0.33,22
7766,r1g8p,0.548,-0.390283971489806,38.62899999976158,images/experiment/5_start.png,479.0,42,1,5,5,5,,,0
966,r1g8p,0.678,0.24077220131709443,22.291999999284744,images/experiment/pair_92_64_out_tensor(0.5000).png,21.0,43,1,92_64_0.5,92_64_,92,64,0.5,44
9166,r1g8p,0.576,-0.25436418042370434,30.055,images/experiment/pair_5_92_out_tensor(0.5000).png,244.0,44,1,5_92_0.5,5_92_,5,92,0.5,14
5766,r1g8p,0.638,0.04660107122266353,41.18199999928474,images/experiment/pair_92_57_out_tensor(0.6667).png,160.0,45,1,92_57_0.67,92_57_,92,57,0.67,42
6166,r1g8p,0.35,-1.351431065457239,21.969000000953674,images/experiment/pair_37_92_out_tensor(0.5000).png,444.0,46,1,37_92_0.5,37_92_,37,92,0.5,29
10166,r1g8p,0.506,-0.5941636580889584,19.185,images/experiment/pair_92_57_out_tensor(0.3333).png,442.0,47,1,92_57_0.33,92_57_,92,57,0.33,40
1366,r1g8p,0.846,1.0562909477137041,19.032999999523167,images/experiment/pair_5_64_out_tensor(0.3333).png,286.0,48,1,5_64_0.33,5_64_,5,64,0.33,10
6366,r1g8p,0.244,-1.865984560207481,20.534000000953675,images/experiment/pair_37_41_out_tensor(0.5000).png,263.0,49,1,37_41_0.5,37_41_,37,41,0.5,20
1566,r1g8p,0.272,-1.7300647691413793,23.90700000047684,images/experiment/pair_37_64_out_tensor(0.3333).png,184.0,50,1,37_64_0.33,37_64_,37,64,0.33,25
2966,r1g8p,0.606,-0.10873583285288119,26.615,images/experiment/pair_64_57_out_tensor(0.3333).png,477.0,51,1,64_57_0.33,64_57_,64,57,0.33,37
1766,r1g8p,0.726,0.4737775574304115,33.018000000715254,images/experiment/pair_37_57_out_tensor(0.6667).png,261.0,52,1,37_57_0.67,37_57_,37,57,0.67,24
8566,r1g8p,0.744,0.5611545659729054,30.696000000238417,images/experiment/pair_101_92_out_tensor(0.5000).png,432.0,53,1,101_92_0.5,101_92_,101,92,0.5,53
166,r1g8p,0.442,-0.9048374662400479,26.605,images/experiment/64_start.png,445.0,54,1,64,64,64,,,4
5366,r1g8p,0.484,-0.7009577796408955,29.585,images/experiment/pair_37_101_out_tensor(0.3333).png,404.0,55,1,37_101_0.33,37_101_,37,101,0.33,31
1166,r1g8p,0.86,1.124250843246755,22.54100000023842,images/experiment/pair_5_101_out_tensor(0.3333).png,165.0,56,1,5_101_0.33,5_101_,5,101,0.33,16
766,r1g8p,0.782,0.7456171395626148,20.05400000095368,images/experiment/pair_5_92_out_tensor(0.3333).png,449.0,57,1,5_92_0.33,5_92_,5,92,0.33,13
7166,r1g8p,0.272,-1.7300647691413793,25.014000000953676,images/experiment/92_start.png,366.0,58,1,92,92,92,,,5
5566,r1g8p,0.704,0.3669834358784745,18.223999999761578,images/experiment/pair_5_92_out_tensor(0.6667).png,70.0,59,1,5_92_0.67,5_92_,5,92,0.67,15
3367,r1g8p,0.726,0.4737775574304115,23.001999999284745,images/experiment/41_start.png,268.0,682,2,41,41,41,,,2
5167,r1g8p,0.638,0.04660107122266353,38.84900000095368,images/experiment/pair_64_57_out_tensor(0.6667).png,232.0,683,2,64_57_0.67,64_57_,64,57,0.67,39
2967,r1g8p,0.738,0.5320288964587407,24.20399999976158,images/experiment/pair_64_57_out_tensor(0.3333).png,470.0,684,2,64_57_0.33,64_57_,64,57,0.33,37
9567,r1g8p,0.9,1.318421973341186,20.052999999523166,images/experiment/pair_37_92_out_tensor(0.6667).png,41.0,685,2,37_92_0.67,37_92_,37,92,0.67,30
967,r1g8p,0.65,0.10485241025099279,23.338000000715255,images/experiment/pair_92_64_out_tensor(0.5000).png,371.0,686,2,92_64_0.5,92_64_,92,64,0.5,44
6367,r1g8p,0.478,-0.7300834491550601,22.86200000047684,images/experiment/pair_37_41_out_tensor(0.5000).png,370.0,687,2,37_41_0.5,37_41_,37,41,0.5,20
4967,r1g8p,0.686,0.2796064273359806,53.25199999928474,images/experiment/pair_101_64_out_tensor(0.5000).png,276.0,688,2,101_64_0.5,101_64_,101,64,0.5,50
1967,r1g8p,0.56,-0.33203263246147674,56.45900000095367,images/experiment/pair_101_92_out_tensor(0.6667).png,355.0,689,2,101_92_0.67,101_92_,101,92,0.67,54
367,r1g8p,0.746,0.5708631224776269,20.61600000023842,images/experiment/pair_64_41_out_tensor(0.3333).png,88.0,690,2,64_41_0.33,64_41_,64,41,0.33,34
9167,r1g8p,0.564,-0.31261551945203364,50.13,images/experiment/pair_5_92_out_tensor(0.5000).png,338.0,691,2,5_92_0.5,5_92_,5,92,0.5,14
8167,r1g8p,0.714,0.41552621840208226,36.52800000071525,images/experiment/pair_37_101_out_tensor(0.5000).png,245.0,692,2,37_101_0.5,37_101_,37,101,0.5,32
4367,r1g8p,0.794,0.803868478590944,31.09100000023842,images/experiment/pair_92_64_out_tensor(0.3333).png,215.0,693,2,92_64_0.33,92_64_,92,64,0.33,43
2767,r1g8p,0.606,-0.10873583285288119,24.281000000238418,images/experiment/pair_37_64_out_tensor(0.5000).png,471.0,694,2,37_64_0.5,37_64_,37,64,0.5,26
6967,r1g8p,0.558,-0.34174118896619826,55.66400000095368,images/experiment/pair_101_64_out_tensor(0.3333).png,483.0,695,2,101_64_0.33,101_64_,101,64,0.33,49
167,r1g8p,0.798,0.8232855916003872,21.248000000715255,images/experiment/64_start.png,464.0,696,2,64,64,64,,,4
3967,r1g8p,0.582,-0.22523851090953972,20.93,images/experiment/pair_92_57_out_tensor(0.5000).png,124.0,697,2,92_57_0.5,92_57_,92,57,0.5,41
767,r1g8p,0.912,1.3766733123695152,32.381000000238416,images/experiment/pair_5_92_out_tensor(0.3333).png,490.0,698,2,5_92_0.33,5_92_,5,92,0.33,13
6567,r1g8p,0.512,-0.5650379885747938,34.21299999952316,images/experiment/pair_64_41_out_tensor(0.5000).png,460.0,699,2,64_41_0.5,64_41_,64,41,0.5,35
7167,r1g8p,1.0,1.8038497985772632,2392.4239999997617,images/experiment/92_start.png,144.0,700,2,92,92,92,,,5
2167,r1g8p,0.606,-0.10873583285288119,38.851999999284736,images/experiment/pair_92_64_out_tensor(0.6667).png,193.0,701,2,92_64_0.67,92_64_,92,64,0.67,45
