,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
2367,r1g8p,0.536,-0.4485353105181353,68.29899999976158,images/experiment/pair_5_64_out_tensor(0.5000).png,125.0,702,2,5_64_0.5,5_64_,5,64,0.5,11
10367,r1g8p,0.96,1.6096786684828324,42.53100000023842,images/experiment/101_start.png,208.0,703,2,101,101,101,,,6
8367,r1g8p,1.0,1.8038497985772632,30.288999999761582,images/experiment/57_start.png,396.0,704,2,57,57,57,,,3
2567,r1g8p,0.83,0.9786224956759318,61.662999999523166,images/experiment/pair_101_57_out_tensor(0.3333).png,30.0,705,2,101_57_0.33,101_57_,101,57,0.33,46
7967,r1g8p,0.656,0.13397807976515744,40.45399999976158,images/experiment/pair_5_41_out_tensor(0.5000).png,176.0,706,2,5_41_0.5,5_41_,5,41,0.5,8
6167,r1g8p,0.478,-0.7300834491550601,48.45799999952316,images/experiment/pair_37_92_out_tensor(0.5000).png,122.0,707,2,37_92_0.5,37_92_,37,92,0.5,29
10767,r1g8p,0.472,-0.7592091186692247,46.05600000023842,images/experiment/pair_37_92_out_tensor(0.3333).png,105.0,708,2,37_92_0.33,37_92_,37,92,0.33,28
9967,r1g8p,0.506,-0.5941636580889584,35.964000000953675,images/experiment/pair_5_64_out_tensor(0.6667).png,409.0,709,2,5_64_0.67,5_64_,5,64,0.67,12
7567,r1g8p,0.206,-2.0504471337971903,32.275,images/experiment/pair_37_57_out_tensor(0.5000).png,186.0,710,2,37_57_0.5,37_57_,37,57,0.5,23
9767,r1g8p,0.612,-0.07961016333871655,26.87,images/experiment/pair_101_92_out_tensor(0.3333).png,274.0,711,2,101_92_0.33,101_92_,101,92,0.33,52
567,r1g8p,0.22,-1.9824872382641394,41.25299999952316,images/experiment/pair_37_57_out_tensor(0.3333).png,357.0,712,2,37_57_0.33,37_57_,37,57,0.33,22
8967,r1g8p,1.0,1.8038497985772632,34.37400000095367,images/experiment/37_start.png,60.0,713,2,37,37,37,,,1
10167,r1g8p,0.224,-1.9630701252546963,143.73299999952317,images/experiment/pair_92_57_out_tensor(0.3333).png,25.0,714,2,92_57_0.33,92_57_,92,57,0.33,40
7767,r1g8p,0.894,1.2892963038270213,52.27700000047684,images/experiment/5_start.png,5.0,715,2,5,5,5,,,0
4767,r1g8p,0.51,-0.5747465450795154,45.981999999284746,images/experiment/pair_101_57_out_tensor(0.6667).png,403.0,716,2,101_57_0.67,101_57_,101,57,0.67,48
7367,r1g8p,0.698,0.33785776636430986,21.571000000238417,images/experiment/pair_5_101_out_tensor(0.6667).png,22.0,717,2,5_101_0.67,5_101_,5,101,0.67,18
10967,r1g8p,0.602,-0.12815294586232429,29.42700000047684,images/experiment/pair_101_57_out_tensor(0.5000).png,50.0,718,2,101_57_0.5,101_57_,101,57,0.5,47
1167,r1g8p,0.906,1.3475476428553506,31.893000000715254,images/experiment/pair_5_101_out_tensor(0.3333).png,317.0,719,2,5_101_0.33,5_101_,5,101,0.33,16
4167,r1g8p,0.496,-0.6427064406125662,25.733000000715254,images/experiment/pair_101_64_out_tensor(0.6667).png,48.0,720,2,101_64_0.67,101_64_,101,64,0.67,51
3167,r1g8p,0.776,0.7164914700484502,27.097999999523164,images/experiment/pair_5_41_out_tensor(0.6667).png,224.0,721,2,5_41_0.67,5_41_,5,41,0.67,9
8767,r1g8p,0.46,-0.8174604576975539,23.57600000023842,images/experiment/pair_37_41_out_tensor(0.6667).png,159.0,722,2,37_41_0.67,37_41_,37,41,0.67,21
1767,r1g8p,0.704,0.3669834358784745,21.018999999761583,images/experiment/pair_37_57_out_tensor(0.6667).png,210.0,723,2,37_57_0.67,37_57_,37,57,0.67,24
5967,r1g8p,0.816,0.910662600142881,22.215,images/experiment/pair_64_57_out_tensor(0.5000).png,310.0,724,2,64_57_0.5,64_57_,64,57,0.5,38
8567,r1g8p,0.782,0.7456171395626148,37.256000000238416,images/experiment/pair_101_92_out_tensor(0.5000).png,235.0,725,2,101_92_0.5,101_92_,101,92,0.5,53
3767,r1g8p,0.404,-1.0893000398297572,20.056000000238416,images/experiment/pair_64_41_out_tensor(0.6667).png,202.0,726,2,64_41_0.67,64_41_,64,41,0.67,36
4567,r1g8p,0.926,1.4446332079025659,26.85,images/experiment/pair_5_101_out_tensor(0.5000).png,405.0,727,2,5_101_0.5,5_101_,5,101,0.5,17
9367,r1g8p,0.434,-0.9436716922589341,28.527000000476843,images/experiment/pair_37_64_out_tensor(0.6667).png,151.0,728,2,37_64_0.67,37_64_,37,64,0.67,27
5567,r1g8p,0.47,-0.7689176751739463,29.24899999976158,images/experiment/pair_5_92_out_tensor(0.6667).png,211.0,729,2,5_92_0.67,5_92_,5,92,0.67,15
5367,r1g8p,0.184,-2.157241255349127,23.984000000953674,images/experiment/pair_37_101_out_tensor(0.3333).png,116.0,730,2,37_101_0.33,37_101_,37,101,0.33,31
1367,r1g8p,0.942,1.5223016599403383,24.691000000238418,images/experiment/pair_5_64_out_tensor(0.3333).png,47.0,731,2,5_64_0.33,5_64_,5,64,0.33,10
6767,r1g8p,0.552,-0.3708668584803629,23.03200000047684,images/experiment/pair_37_101_out_tensor(0.6667).png,372.0,732,2,37_101_0.67,37_101_,37,101,0.67,33
5767,r1g8p,0.716,0.4252347749068038,24.296999999284743,images/experiment/pair_92_57_out_tensor(0.6667).png,311.0,733,2,92_57_0.67,92_57_,92,57,0.67,42
3567,r1g8p,0.87,1.1727936257703628,32.295,images/experiment/pair_5_41_out_tensor(0.3333).png,187.0,734,2,5_41_0.33,5_41_,5,41,0.33,7
1567,r1g8p,0.434,-0.9436716922589341,21.082999999523164,images/experiment/pair_37_64_out_tensor(0.3333).png,333.0,735,2,37_64_0.33,37_64_,37,64,0.33,25
10567,r1g8p,0.812,0.891245487133438,29.187000000476843,images/experiment/pair_37_41_out_tensor(0.3333).png,456.0,736,2,37_41_0.33,37_41_,37,41,0.33,19
2900,r4ron,0.84,1.0006726742061118,23.606000000238417,images/experiment/pair_64_57_out_tensor(0.3333).png,59.0,5,1,64_57_0.33,64_57_,64,57,0.33,37
5300,r4ron,0.744,0.365554063819254,13.49,images/experiment/pair_37_101_out_tensor(0.3333).png,262.0,6,1,37_101_0.33,37_101_,37,101,0.33,31
100,r4ron,0.784,0.6301868181471114,12.967999999523165,images/experiment/64_start.png,138.0,7,1,64,64,64,,,4
1500,r4ron,0.778,0.5904919049979328,13.882000000476834,images/experiment/pair_37_64_out_tensor(0.3333).png,71.0,8,1,37_64_0.33,37_64_,37,64,0.33,25
10300,r4ron,0.696,0.04799475862582503,11.451000000238421,images/experiment/101_start.png,13.0,9,1,101,101,101,,,6
4100,r4ron,0.742,0.35232242610286113,11.23100000023842,images/experiment/pair_101_64_out_tensor(0.6667).png,268.0,10,1,101_64_0.67,101_64_,101,64,0.67,51
3300,r4ron,1.0,2.0592036915175416,23.195,images/experiment/41_start.png,405.0,11,1,41,41,41,,,2
10100,r4ron,0.706,0.1141529472077894,12.006000000238421,images/experiment/pair_92_57_out_tensor(0.3333).png,413.0,12,1,92_57_0.33,92_57_,92,57,0.33,40
10500,r4ron,0.724,0.23323768665532527,14.545,images/experiment/pair_37_41_out_tensor(0.3333).png,171.0,13,1,37_41_0.33,37_41_,37,41,0.33,19
500,r4ron,1.0,2.0592036915175416,13.58,images/experiment/pair_37_57_out_tensor(0.3333).png,258.0,14,1,37_57_0.33,37_57_,37,57,0.33,22
6100,r4ron,0.814,0.8286613838930046,11.965,images/experiment/pair_37_92_out_tensor(0.5000).png,473.0,15,1,37_92_0.5,37_92_,37,92,0.5,29
300,r4ron,0.84,1.0006726742061118,11.932000000476835,images/experiment/pair_64_41_out_tensor(0.3333).png,406.0,16,1,64_41_0.33,64_41_,64,41,0.33,34
6500,r4ron,0.49,-1.314863926162641,20.77899999976158,images/experiment/pair_64_41_out_tensor(0.5000).png,148.0,17,1,64_41_0.5,64_41_,64,41,0.5,35
5700,r4ron,0.678,-0.07108998082171082,15.2,images/experiment/pair_92_57_out_tensor(0.6667).png,255.0,18,1,92_57_0.67,92_57_,92,57,0.67,42
7700,r4ron,0.598,-0.6003554894774258,17.723999999761578,images/experiment/5_start.png,202.0,19,1,5,5,5,,,0
9500,r4ron,0.508,-1.195779186715105,182.51700000047683,images/experiment/pair_37_92_out_tensor(0.6667).png,137.0,20,1,37_92_0.67,37_92_,37,92,0.67,30
1100,r4ron,0.678,-0.07108998082171082,16.947000000476834,images/experiment/pair_5_101_out_tensor(0.3333).png,297.0,21,1,5_101_0.33,5_101_,5,101,0.33,16
1300,r4ron,0.592,-0.6400504026266044,19.735,images/experiment/pair_5_64_out_tensor(0.3333).png,374.0,22,1,5_64_0.33,5_64_,5,64,0.33,10
10900,r4ron,0.69,0.008299845476646412,11.022000000476835,images/experiment/pair_101_57_out_tensor(0.5000).png,103.0,23,1,101_57_0.5,101_57_,101,57,0.5,47
5100,r4ron,0.75,0.4052489769684326,18.53599999904633,images/experiment/pair_64_57_out_tensor(0.6667).png,147.0,24,1,64_57_0.67,64_57_,64,57,0.67,39
8500,r4ron,0.562,-0.8385249683724975,30.101999999284743,images/experiment/pair_101_92_out_tensor(0.5000).png,18.0,25,1,101_92_0.5,101_92_,101,92,0.5,53
2700,r4ron,0.708,0.12738458492418228,15.641999999284744,images/experiment/pair_37_64_out_tensor(0.5000).png,465.0,26,1,37_64_0.5,37_64_,37,64,0.5,26
6900,r4ron,0.64,-0.32249109743317544,18.136999999284743,images/experiment/pair_101_64_out_tensor(0.3333).png,158.0,27,1,101_64_0.33,101_64_,101,64,0.33,49
700,r4ron,0.766,0.5111020786995756,18.63200000047684,images/experiment/pair_5_92_out_tensor(0.3333).png,36.0,28,1,5_92_0.33,5_92_,5,92,0.33,13
9100,r4ron,0.622,-0.4415758368807113,12.07,images/experiment/pair_5_92_out_tensor(0.5000).png,439.0,29,1,5_92_0.5,5_92_,5,92,0.5,14
3700,r4ron,0.538,-0.9973046209692119,13.173999999761579,images/experiment/pair_64_41_out_tensor(0.6667).png,364.0,30,1,64_41_0.67,64_41_,64,41,0.67,36
2300,r4ron,0.64,-0.32249109743317544,15.30600000023842,images/experiment/pair_5_64_out_tensor(0.5000).png,221.0,31,1,5_64_0.5,5_64_,5,64,0.5,11
10700,r4ron,0.772,0.5507969918487542,13.86600000023842,images/experiment/pair_37_92_out_tensor(0.3333).png,168.0,32,1,37_92_0.33,37_92_,37,92,0.33,28
9700,r4ron,0.784,0.6301868181471114,12.307999999523165,images/experiment/pair_101_92_out_tensor(0.3333).png,22.0,33,1,101_92_0.33,101_92_,101,92,0.33,52
7300,r4ron,0.648,-0.2695645465676039,13.565,images/experiment/pair_5_101_out_tensor(0.6667).png,382.0,34,1,5_101_0.67,5_101_,5,101,0.67,18
4500,r4ron,0.756,0.4449438901176112,22.94099999904633,images/experiment/pair_5_101_out_tensor(0.5000).png,337.0,35,1,5_101_0.5,5_101_,5,101,0.5,17
900,r4ron,0.618,-0.46803911231349704,16.145,images/experiment/pair_92_64_out_tensor(0.5000).png,244.0,36,1,92_64_0.5,92_64_,92,64,0.5,44
6700,r4ron,0.72,0.2067744112225395,12.093000000715255,images/experiment/pair_37_101_out_tensor(0.6667).png,61.0,37,1,37_101_0.67,37_101_,37,101,0.67,33
8300,r4ron,0.694,0.034763120909432156,14.54600000023842,images/experiment/57_start.png,477.0,38,1,57,57,57,,,3
5900,r4ron,0.73,0.27293259980450385,24.075,images/experiment/pair_64_57_out_tensor(0.5000).png,316.0,39,1,64_57_0.5,64_57_,64,57,0.5,38
1700,r4ron,0.582,-0.7062085912085687,20.367999999523164,images/experiment/pair_37_57_out_tensor(0.6667).png,109.0,40,1,37_57_0.67,37_57_,37,57,0.67,24
9900,r4ron,0.672,-0.11078489397088945,21.692000000476842,images/experiment/pair_5_64_out_tensor(0.6667).png,486.0,41,1,5_64_0.67,5_64_,5,64,0.67,12
4700,r4ron,0.852,1.080062500504469,19.22,images/experiment/pair_101_57_out_tensor(0.6667).png,149.0,42,1,101_57_0.67,101_57_,101,57,0.67,48
1900,r4ron,0.46,-1.513338491908534,33.415,images/experiment/pair_101_92_out_tensor(0.6667).png,339.0,43,1,101_92_0.67,101_92_,101,92,0.67,54
2100,r4ron,0.672,-0.11078489397088945,14.8,images/experiment/pair_92_64_out_tensor(0.6667).png,418.0,44,1,92_64_0.67,92_64_,92,64,0.67,45
4900,r4ron,0.808,0.788966470743826,17.113000000715257,images/experiment/pair_101_64_out_tensor(0.5000).png,471.0,45,1,101_64_0.5,101_64_,101,64,0.5,50
3500,r4ron,0.864,1.1594523268028263,15.057999999523165,images/experiment/pair_5_41_out_tensor(0.3333).png,271.0,46,1,5_41_0.33,5_41_,5,41,0.33,7
4300,r4ron,0.73,0.27293259980450385,16.907999999523167,images/experiment/pair_92_64_out_tensor(0.3333).png,179.0,47,1,92_64_0.33,92_64_,92,64,0.33,43
2500,r4ron,0.688,-0.004931792239746462,13.87600000023842,images/experiment/pair_101_57_out_tensor(0.3333).png,150.0,48,1,101_57_0.33,101_57_,101,57,0.33,46
8100,r4ron,0.97,1.8607291257716487,25.45100000023842,images/experiment/pair_37_101_out_tensor(0.5000).png,284.0,49,1,37_101_0.5,37_101_,37,101,0.5,32
7500,r4ron,0.64,-0.32249109743317544,14.07100000023842,images/experiment/pair_37_57_out_tensor(0.5000).png,78.0,50,1,37_57_0.5,37_57_,37,57,0.5,23
7100,r4ron,0.796,0.7095766444454686,17.08399999976158,images/experiment/92_start.png,199.0,51,1,92,92,92,,,5
8900,r4ron,0.85,1.0668308627880763,22.42100000023842,images/experiment/37_start.png,119.0,52,1,37,37,37,,,1
9300,r4ron,0.772,0.5507969918487542,20.286000000238417,images/experiment/pair_37_64_out_tensor(0.6667).png,106.0,53,1,37_64_0.67,37_64_,37,64,0.67,27
3900,r4ron,0.916,1.503474907429041,15.47,images/experiment/pair_92_57_out_tensor(0.5000).png,349.0,54,1,92_57_0.5,92_57_,92,57,0.5,41
5500,r4ron,0.916,1.503474907429041,14.922999999523165,images/experiment/pair_5_92_out_tensor(0.6667).png,238.0,55,1,5_92_0.67,5_92_,5,92,0.67,15
3100,r4ron,0.528,-1.0634628095511762,15.572999999523166,images/experiment/pair_5_41_out_tensor(0.6667).png,41.0,56,1,5_41_0.67,5_41_,5,41,0.67,9
8700,r4ron,0.546,-0.9443780701036405,13.407000000476835,images/experiment/pair_37_41_out_tensor(0.6667).png,2.0,57,1,37_41_0.67,37_41_,37,41,0.67,21
7900,r4ron,0.55,-0.9179147946708547,16.42,images/experiment/pair_5_41_out_tensor(0.5000).png,286.0,58,1,5_41_0.5,5_41_,5,41,0.5,8
6300,r4ron,0.51,-1.1825475489987123,13.042000000476834,images/experiment/pair_37_41_out_tensor(0.5000).png,3.0,59,1,37_41_0.5,37_41_,37,41,0.5,20
3901,r4ron,0.792,0.6831133690126829,17.05100000023842,images/experiment/pair_92_57_out_tensor(0.5000).png,245.0,472,2,92_57_0.5,92_57_,92,57,0.5,41
5301,r4ron,0.922,1.5431698205782196,24.35,images/experiment/pair_37_101_out_tensor(0.3333).png,74.0,473,2,37_101_0.33,37_101_,37,101,0.33,31
4901,r4ron,0.714,0.1670794980733609,12.300999999046326,images/experiment/pair_101_64_out_tensor(0.5000).png,51.0,474,2,101_64_0.5,101_64_,101,64,0.5,50
7901,r4ron,0.496,-1.2751690130134623,16.855,images/experiment/pair_5_41_out_tensor(0.5000).png,73.0,475,2,5_41_0.5,5_41_,5,41,0.5,8
3301,r4ron,0.252,-2.889428814413393,26.898000000715257,images/experiment/41_start.png,100.0,476,2,41,41,41,,,2
8901,r4ron,0.84,1.0006726742061118,17.84600000023842,images/experiment/37_start.png,289.0,477,2,37,37,37,,,1
10701,r4ron,0.84,1.0006726742061118,11.521999999284745,images/experiment/pair_37_92_out_tensor(0.3333).png,263.0,478,2,37_92_0.33,37_92_,37,92,0.33,28
301,r4ron,0.828,0.9212828479077546,14.127000000476835,images/experiment/pair_64_41_out_tensor(0.3333).png,152.0,479,2,64_41_0.33,64_41_,64,41,0.33,34
5101,r4ron,0.532,-1.0369995341183906,29.84100000023842,images/experiment/pair_64_57_out_tensor(0.6667).png,83.0,480,2,64_57_0.67,64_57_,64,57,0.67,39
6901,r4ron,0.762,0.4846388032667898,13.06899999976158,images/experiment/pair_101_64_out_tensor(0.3333).png,204.0,481,2,101_64_0.33,101_64_,101,64,0.33,49
9301,r4ron,0.76,0.47140716555039697,12.001999999284743,images/experiment/pair_37_64_out_tensor(0.6667).png,203.0,482,2,37_64_0.67,37_64_,37,64,0.67,27
9901,r4ron,0.802,0.7492715575946474,12.746000000238421,images/experiment/pair_5_64_out_tensor(0.6667).png,193.0,483,2,5_64_0.67,5_64_,5,64,0.67,12
10101,r4ron,0.792,0.6831133690126829,11.875,images/experiment/pair_92_57_out_tensor(0.3333).png,499.0,484,2,92_57_0.33,92_57_,92,57,0.33,40
2101,r4ron,0.742,0.35232242610286113,16.55600000023842,images/experiment/pair_92_64_out_tensor(0.6667).png,428.0,485,2,92_64_0.67,92_64_,92,64,0.67,45
10301,r4ron,0.96,1.7945709371896843,14.17100000023842,images/experiment/101_start.png,300.0,486,2,101,101,101,,,6
6301,r4ron,0.514,-1.1560842735659265,24.38600000023842,images/experiment/pair_37_41_out_tensor(0.5000).png,449.0,487,2,37_41_0.5,37_41_,37,41,0.5,20
2301,r4ron,0.492,-1.3016322884462481,18.642999999523166,images/experiment/pair_5_64_out_tensor(0.5000).png,322.0,488,2,5_64_0.5,5_64_,5,64,0.5,11
3701,r4ron,0.85,1.0668308627880763,32.08899999976158,images/experiment/pair_64_41_out_tensor(0.6667).png,301.0,489,2,64_41_0.67,64_41_,64,41,0.67,36
7101,r4ron,0.756,0.4449438901176112,12.832999999523166,images/experiment/92_start.png,226.0,490,2,92,92,92,,,5
1501,r4ron,0.784,0.6301868181471114,19.461999999284743,images/experiment/pair_37_64_out_tensor(0.3333).png,303.0,491,2,37_64_0.33,37_64_,37,64,0.33,25
1301,r4ron,0.282,-2.6909542486674995,20.745,images/experiment/pair_5_64_out_tensor(0.3333).png,242.0,492,2,5_64_0.33,5_64_,5,64,0.33,10
4501,r4ron,0.42,-1.7779712462363915,18.65899999976158,images/experiment/pair_5_101_out_tensor(0.5000).png,318.0,493,2,5_101_0.5,5_101_,5,101,0.5,17
101,r4ron,0.678,-0.07108998082171082,14.093999999761579,images/experiment/64_start.png,444.0,494,2,64,64,64,,,4
4101,r4ron,0.75,0.4052489769684326,13.325,images/experiment/pair_101_64_out_tensor(0.6667).png,375.0,495,2,101_64_0.67,101_64_,101,64,0.67,51
3101,r4ron,0.732,0.28616423752089676,15.97,images/experiment/pair_5_41_out_tensor(0.6667).png,479.0,496,2,5_41_0.67,5_41_,5,41,0.67,9
9701,r4ron,0.738,0.32585915067007537,11.91899999976158,images/experiment/pair_101_92_out_tensor(0.3333).png,48.0,497,2,101_92_0.33,101_92_,101,92,0.33,52
6101,r4ron,0.774,0.5640286295651471,12.411999999284744,images/experiment/pair_37_92_out_tensor(0.5000).png,92.0,498,2,37_92_0.5,37_92_,37,92,0.5,29
6701,r4ron,0.534,-1.0237678964019976,12.32899999976158,images/experiment/pair_37_101_out_tensor(0.6667).png,410.0,499,2,37_101_0.67,37_101_,37,101,0.67,33
7301,r4ron,0.7,0.07445803405861078,11.03399999976158,images/experiment/pair_5_101_out_tensor(0.6667).png,448.0,500,2,5_101_0.67,5_101_,5,101,0.67,18
3501,r4ron,0.358,-2.1881520154445706,22.939000000953673,images/experiment/pair_5_41_out_tensor(0.3333).png,454.0,501,2,5_41_0.33,5_41_,5,41,0.33,7
5901,r4ron,0.256,-2.8629655389806072,24.948000000715254,images/experiment/pair_64_57_out_tensor(0.5000).png,343.0,502,2,64_57_0.5,64_57_,64,57,0.5,38
8301,r4ron,0.67,-0.12401653168728231,10.127999999523164,images/experiment/57_start.png,399.0,503,2,57,57,57,,,3
1101,r4ron,0.498,-1.2619373752970695,17.860999999046324,images/experiment/pair_5_101_out_tensor(0.3333).png,312.0,504,2,5_101_0.33,5_101_,5,101,0.33,16
1701,r4ron,0.666,-0.15047980712006806,12.145,images/experiment/pair_37_57_out_tensor(0.6667).png,222.0,505,2,37_57_0.67,37_57_,37,57,0.67,24
6501,r4ron,0.714,0.1670794980733609,13.405,images/experiment/pair_64_41_out_tensor(0.5000).png,424.0,506,2,64_41_0.5,64_41_,64,41,0.5,35
9101,r4ron,0.498,-1.2619373752970695,43.51599999904633,images/experiment/pair_5_92_out_tensor(0.5000).png,107.0,507,2,5_92_0.5,5_92_,5,92,0.5,14
501,r4ron,0.726,0.24646932437171812,18.39,images/experiment/pair_37_57_out_tensor(0.3333).png,29.0,508,2,37_57_0.33,37_57_,37,57,0.33,22
8501,r4ron,0.9,1.3976218056978982,19.071000000238417,images/experiment/pair_101_92_out_tensor(0.5000).png,421.0,509,2,101_92_0.5,101_92_,101,92,0.5,53
7701,r4ron,0.316,-2.4660164074888207,29.345,images/experiment/5_start.png,126.0,510,2,5,5,5,,,0
701,r4ron,0.726,0.24646932437171812,19.189000000953676,images/experiment/pair_5_92_out_tensor(0.3333).png,225.0,511,2,5_92_0.33,5_92_,5,92,0.33,13
4701,r4ron,0.504,-1.222242462147891,19.70200000047684,images/experiment/pair_101_57_out_tensor(0.6667).png,237.0,512,2,101_57_0.67,101_57_,101,57,0.67,48
2501,r4ron,0.682,-0.04462670538892508,12.852000000476835,images/experiment/pair_101_57_out_tensor(0.3333).png,195.0,513,2,101_57_0.33,101_57_,101,57,0.33,46
10501,r4ron,0.63,-0.38864928601513976,21.38899999976158,images/experiment/pair_37_41_out_tensor(0.3333).png,223.0,514,2,37_41_0.33,37_41_,37,41,0.33,19
5501,r4ron,0.726,0.24646932437171812,12.745999999046326,images/experiment/pair_5_92_out_tensor(0.6667).png,67.0,515,2,5_92_0.67,5_92_,5,92,0.67,15
901,r4ron,0.802,0.7492715575946474,15.212000000476834,images/experiment/pair_92_64_out_tensor(0.5000).png,213.0,516,2,92_64_0.5,92_64_,92,64,0.5,44
10901,r4ron,0.856,1.1065257759372549,16.29100000023842,images/experiment/pair_101_57_out_tensor(0.5000).png,285.0,517,2,101_57_0.5,101_57_,101,57,0.5,47
4301,r4ron,0.802,0.7492715575946474,14.917999999523165,images/experiment/pair_92_64_out_tensor(0.3333).png,321.0,518,2,92_64_0.33,92_64_,92,64,0.33,43
8101,r4ron,0.588,-0.6665136780593901,17.346999999284744,images/experiment/pair_37_101_out_tensor(0.5000).png,402.0,519,2,37_101_0.5,37_101_,37,101,0.5,32
8701,r4ron,0.546,-0.9443780701036405,14.26100000023842,images/experiment/pair_37_41_out_tensor(0.6667).png,484.0,520,2,37_41_0.67,37_41_,37,41,0.67,21
5701,r4ron,0.672,-0.11078489397088945,12.597999999523164,images/experiment/pair_92_57_out_tensor(0.6667).png,82.0,521,2,92_57_0.67,92_57_,92,57,0.67,42
2901,r4ron,0.588,-0.6665136780593901,15.45600000023842,images/experiment/pair_64_57_out_tensor(0.3333).png,387.0,522,2,64_57_0.33,64_57_,64,57,0.33,37
2701,r4ron,0.646,-0.2827961842839968,15.553000000715256,images/experiment/pair_37_64_out_tensor(0.5000).png,431.0,523,2,37_64_0.5,37_64_,37,64,0.5,26
1901,r4ron,0.636,-0.34895437286596115,13.456999999284744,images/experiment/pair_101_92_out_tensor(0.6667).png,395.0,524,2,101_92_0.67,101_92_,101,92,0.67,54
9501,r4ron,0.804,0.7625031953110402,16.191999999284743,images/experiment/pair_37_92_out_tensor(0.6667).png,10.0,525,2,37_92_0.67,37_92_,37,92,0.67,30
7501,r4ron,0.742,0.35232242610286113,11.377999999523166,images/experiment/pair_37_57_out_tensor(0.5000).png,142.0,526,2,37_57_0.5,37_57_,37,57,0.5,23
1892,re1sg,0.464,-0.8126349098425383,40.017999999523155,images/experiment/pair_101_92_out_tensor(0.6667).png,137.0,5,1,101_92_0.67,101_92_,101,92,0.67,54
